feedback_id,booking_id,customer_id,feedback_date,overall_satisfaction,seat_comfort,cabin_crew_service,food_quality,in_flight_entertainment,punctuality_score,nps_score,would_recommend
FB00000845,BK00000846,CUST000046,2022-06-01,3.5,3.7,5,5,5,4.7,8,1
FB00000848,BK00000849,CUST000046,2022-04-21,3.1,3.4,3.0,3.8,3.9,2.1,9,1
FB00000850,BK00000851,CUST000046,2022-04-19,4.1,4.0,3.8,2.8,3.2,2.4,9,1
FB00000853,BK00000854,CUST000046,2023-07-13,3.9,4.2,4.0,3.8,3.7,5,8,1
FB00000858,BK00000859,CUST000047,2024-02-04,2.3,3.3,3.3,4.4,3.3,4.2,6,0
FB00000862,BK00000863,CUST000047,2022-01-02,3.8,2.7,2.8,2.3,2.6,2.5,5,0
FB00000864,BK00000865,CUST000047,2022-12-19,3.4,4.1,3.1,2.5,3.3,4.8,7,0
FB00000866,BK00000867,CUST000047,2024-02-25,3.8,3.2,3.9,3.0,3.4,4.4,6,0
FB00000871,BK00000872,CUST000048,2022-04-03,2.1,3.3,3.5,2.7,2.3,4.4,7,0
FB00000874,BK00000875,CUST000048,2022-06-06,3.3,4.2,2.6,2.0,3.6,4.3,4,0
FB00000875,BK00000876,CUST000048,2023-07-18,2.6,3.6,3.8,3.1,1.6,5,4,0
FB00000878,BK00000879,CUST000049,2023-08-27,4.2,4.2,3.7,3.8,4.5,2.5,7,1
FB00000884,BK00000885,CUST000049,2024-09-07,4.6,3.9,4.4,4.6,3.7,4.8,9,1
FB00000888,BK00000889,CUST000049,2022-11-28,3.5,3.3,3.5,3.1,2.9,3.2,10,1
FB00000893,BK00000894,CUST000049,2023-09-28,3.0,3.7,3.3,4.0,3.7,2.5,7,1
FB00000896,BK00000897,CUST000049,2022-10-06,4.2,3.9,4.3,4.8,4.7,4.3,8,1
FB00000898,BK00000899,CUST000049,2023-04-12,4.7,4.4,4.2,4.7,4.0,4.4,8,1
FB00000899,BK00000900,CUST000049,2024-05-20,4.1,3.5,4.1,4.5,3.0,2.8,8,1
FB00000903,BK00000904,CUST000049,2024-07-27,2.8,2.7,3.6,2.6,2.7,5,6,0
FB00000905,BK00000906,CUST000050,2024-11-20,1.6,3.2,2.3,1.8,3.1,2.6,6,0
FB00000907,BK00000908,CUST000050,2023-10-03,3.5,3.3,4.3,3.3,4.0,4.7,8,1
FB00000922,BK00000923,CUST000050,2024-04-12,4.2,4.2,4.3,4.1,4.7,4.6,6,1
FB00000923,BK00000924,CUST000050,2024-10-25,3.5,3.7,3.9,3.8,3.3,4.5,4,0
FB00000924,BK00000925,CUST000050,2022-06-28,3.3,3.2,2.7,4.1,2.3,4.9,6,0
FB00000925,BK00000926,CUST000050,2023-02-22,3.2,2.8,2.7,2.7,3.0,4.3,5,0
FB00000928,BK00000929,CUST000051,2022-11-07,5,4.1,3.4,4.0,3.2,4.7,6,1
FB00000932,BK00000933,CUST000051,2022-11-11,3.0,2.9,3.7,2.6,2.8,2.8,6,0
FB00000933,BK00000934,CUST000051,2023-02-06,3.5,3.3,3.3,2.2,2.2,4.9,7,0
FB00000936,BK00000937,CUST000051,2023-05-23,3.4,3.3,3.5,3.3,2.4,4.7,7,0
FB00000940,BK00000941,CUST000051,2023-11-23,4.7,3.9,5,3.9,3.8,4.7,9,1
FB00000941,BK00000942,CUST000051,2023-09-29,3.2,4.2,3.8,2.9,4.0,4.2,7,1
FB00000942,BK00000943,CUST000051,2023-01-30,3.0,3.7,4.3,3.7,2.3,4.7,6,0
FB00000946,BK00000947,CUST000052,2022-05-21,1.7,2.1,2.0,2.8,2.3,2.5,5,0
FB00000951,BK00000952,CUST000052,2022-11-03,3.1,3.4,2.9,2.9,3.2,4.4,7,0
FB00000956,BK00000957,CUST000053,2022-09-12,2.3,4.5,3.8,4.7,3.1,3.0,8,1
FB00000957,BK00000958,CUST000053,2022-06-23,4.6,2.7,4.7,3.1,3.7,2.1,8,1
FB00000961,BK00000962,CUST000053,2024-07-07,4.7,4.4,4.3,4.3,4.2,4.3,9,1
FB00000965,BK00000966,CUST000053,2022-09-24,3.8,3.7,3.7,3.6,4.3,2.5,7,1
FB00000968,BK00000969,CUST000053,2024-09-29,4.2,4.2,4.0,4.1,4.2,4.4,7,1
FB00000969,BK00000970,CUST000053,2024-09-15,4.3,2.9,4.5,2.4,2.8,2.3,7,1
FB00000971,BK00000972,CUST000053,2024-04-11,4.5,4.8,3.8,3.6,2.6,4.5,9,1
FB00000986,BK00000987,CUST000055,2022-04-19,3.7,3.9,3.4,4.3,3.1,2.9,6,1
FB00000987,BK00000988,CUST000055,2023-02-09,4.9,3.9,4.0,4.4,4.4,4.6,9,1
FB00000990,BK00000991,CUST000055,2024-01-01,4.3,5,4.0,4.3,4.8,4.9,9,1
FB00000991,BK00000992,CUST000055,2022-11-19,4.9,4.5,4.8,4.2,4.5,4.5,8,1
FB00000996,BK00000997,CUST000055,2024-12-25,5,3.5,4.6,4.3,4.3,4.7,9,1
FB00000999,BK00001000,CUST000055,2023-08-09,3.5,4.6,4.3,3.3,4.6,2.9,8,1
FB00001001,BK00001002,CUST000055,2024-03-10,5,4.7,5,5,4.2,4.7,8,1
FB00001005,BK00001006,CUST000055,2023-02-10,3.1,4.0,3.5,3.9,4.6,2.2,6,1
FB00001015,BK00001016,CUST000055,2022-12-30,2.8,3.8,3.8,2.3,3.5,4.4,5,0
FB00001016,BK00001017,CUST000055,2024-04-17,5,4.9,4.6,5,4.7,5,9,1
FB00001019,BK00001020,CUST000055,2022-03-05,3.4,3.8,4.3,3.7,3.4,2.6,7,1
FB00001036,BK00001037,CUST000056,2024-03-26,3.3,2.5,4.3,3.9,3.3,4.8,6,0
FB00001047,BK00001048,CUST000058,2023-04-16,3.0,2.9,3.3,3.7,2.5,5,5,0
FB00001048,BK00001049,CUST000058,2023-06-13,3.4,3.6,3.2,3.7,2.4,4.9,5,0
FB00001051,BK00001052,CUST000058,2024-11-24,3.7,3.9,3.3,1.7,2.7,4.3,5,0
FB00001052,BK00001053,CUST000058,2023-12-06,3.5,3.0,3.1,2.9,3.4,4.2,7,0
FB00001055,BK00001056,CUST000059,2022-02-21,3.0,4.2,4.1,3.8,3.5,2.7,7,1
FB00001056,BK00001057,CUST000059,2023-06-21,4.3,3.8,3.7,4.2,3.7,4.9,9,1
FB00001060,BK00001061,CUST000059,2023-12-30,5,3.0,4.2,4.2,3.3,2.4,8,1
FB00001063,BK00001064,CUST000059,2024-10-13,4.8,4.4,5,4.1,4.1,4.4,8,1
FB00001077,BK00001078,CUST000059,2023-06-13,4.5,3.8,4.9,4.4,4.6,4.0,8,1
FB00001078,BK00001079,CUST000059,2024-03-17,3.6,3.9,4.0,3.2,2.7,4.9,8,1
FB00001082,BK00001083,CUST000059,2024-04-25,2.9,3.7,3.7,4.4,3.5,4.3,9,1
FB00001086,BK00001087,CUST000059,2023-09-18,3.5,3.5,4.6,3.8,3.3,4.7,6,0
FB00001088,BK00001089,CUST000059,2022-08-31,5,4.6,4.4,4.3,4.0,4.5,8,1
FB00001089,BK00001090,CUST000059,2024-04-27,4.8,4.6,3.5,3.1,5,5,9,1
FB00001090,BK00001091,CUST000059,2022-05-09,4.0,4.9,4.9,4.8,4.2,4.3,9,1
FB00001091,BK00001092,CUST000059,2023-03-12,5,3.6,4.0,3.8,4.1,4.2,9,1
FB00001092,BK00001093,CUST000059,2024-05-18,4.4,4.2,3.9,4.6,4.6,4.3,10,1
FB00001096,BK00001097,CUST000059,2022-03-08,5,4.2,4.3,4.4,4.3,4.7,9,1
FB00001098,BK00001099,CUST000059,2024-07-28,4.2,5,4.0,4.2,3.8,4.7,8,1
FB00001105,BK00001106,CUST000059,2023-10-21,4.2,3.2,3.9,4.1,3.1,4.3,9,1
FB00001109,BK00001110,CUST000059,2023-03-01,4.4,4.4,4.7,5,4.2,4.2,9,1
FB00001111,BK00001112,CUST000059,2023-09-10,4.8,5,4.7,3.7,3.6,4.4,7,1
FB00001116,BK00001117,CUST000059,2023-12-02,4.9,4.7,4.6,4.5,3.5,4.6,7,1
FB00001117,BK00001118,CUST000059,2024-04-03,3.3,4.2,3.1,2.4,3.0,4.2,8,0
FB00001128,BK00001129,CUST000060,2024-11-11,2.8,3.7,3.3,3.6,2.6,4.4,7,0
FB00001130,BK00001131,CUST000060,2024-11-05,3.8,3.8,3.5,4.5,3.7,4.4,6,1
FB00001133,BK00001134,CUST000060,2024-05-02,5,4.8,5,4.2,4.7,4.4,10,1
FB00001138,BK00001139,CUST000060,2022-09-09,4.8,4.6,5,5,4.5,4.5,9,1
FB00001143,BK00001144,CUST000061,2022-03-10,4.3,3.6,4.7,4.1,3.2,2.9,6,1
FB00001144,BK00001145,CUST000061,2023-08-07,4.9,3.7,4.3,3.5,3.3,4.9,7,1
FB00001147,BK00001148,CUST000061,2023-07-14,4.0,4.0,4.6,4.5,4.2,4.1,7,1
FB00001152,BK00001153,CUST000061,2023-07-26,4.3,3.8,4.5,4.2,3.9,4.7,9,1
FB00001153,BK00001154,CUST000061,2024-03-06,4.8,4.3,4.5,4.9,4.5,4.3,8,1
FB00001154,BK00001155,CUST000061,2022-10-26,4.3,5,4.8,4.0,3.7,4.1,9,1
FB00001156,BK00001157,CUST000061,2024-10-04,3.4,5,4.7,3.9,5,4.8,10,1
FB00001157,BK00001158,CUST000061,2024-02-28,3.2,3.1,4.5,4.0,2.3,4.6,8,1
FB00001161,BK00001162,CUST000061,2022-10-09,3.3,2.9,4.7,3.6,3.1,4.4,5,0
FB00001174,BK00001175,CUST000062,2024-05-22,4.9,3.7,3.2,2.7,3.0,4.0,5,0
FB00001178,BK00001179,CUST000062,2023-11-16,3.3,3.3,2.8,3.7,1.8,4.6,5,0
FB00001179,BK00001180,CUST000062,2024-10-30,2.5,2.7,3.5,2.8,2.7,4.2,6,0
FB00001182,BK00001183,CUST000062,2023-07-07,3.8,3.8,4.8,3.7,4.4,4.1,6,1
FB00001183,BK00001184,CUST000062,2024-08-21,3.8,3.4,3.8,4.3,3.1,2.7,8,1
FB00001195,BK00001196,CUST000064,2023-12-27,2.8,2.6,2.4,2.5,2.8,4.2,7,0
FB00001198,BK00001199,CUST000065,2023-05-04,2.7,3.4,2.9,3.2,2.3,4.5,7,0
FB00001201,BK00001202,CUST000065,2023-03-08,3.4,2.9,3.2,2.7,3.3,4.1,6,0
FB00001203,BK00001204,CUST000065,2022-04-20,3.7,1.7,2.7,2.7,2.3,2.1,4,0
FB00001209,BK00001210,CUST000066,2024-02-04,4.5,4.3,4.4,4.5,4.4,4.9,9,1
FB00001222,BK00001223,CUST000068,2023-11-29,4.3,2.8,3.4,3.0,2.8,4.3,7,0
FB00001226,BK00001227,CUST000068,2022-11-12,4.2,5,4.9,4.1,4.2,4.1,7,1
FB00001227,BK00001228,CUST000069,2023-09-12,4.3,4.6,3.5,4.3,4.5,4.1,9,1
FB00001228,BK00001229,CUST000069,2022-10-28,3.8,4.1,4.5,3.8,3.6,4.4,7,1
FB00001232,BK00001233,CUST000069,2024-03-15,2.5,3.2,3.8,3.1,3.8,1.6,7,0
FB00001233,BK00001234,CUST000069,2024-05-18,4.0,4.3,4.5,4.2,3.2,4.2,8,1
FB00001237,BK00001238,CUST000069,2022-10-09,4.1,3.0,4.6,2.1,2.5,4.5,5,0
FB00001246,BK00001247,CUST000070,2022-07-26,3.8,3.9,4.9,4.0,3.8,4.4,9,1
FB00001247,BK00001248,CUST000070,2023-12-27,3.0,4.3,3.4,2.6,3.7,3.8,6,1
FB00001248,BK00001249,CUST000070,2024-05-28,3.4,3.6,3.7,2.9,3.0,4.4,8,0
FB00001257,BK00001258,CUST000070,2023-01-28,3.0,2.3,3.2,3.1,3.0,4.7,5,0
FB00001258,BK00001259,CUST000070,2023-07-28,4.2,4.3,3.0,3.9,3.5,4.3,8,1
FB00001260,BK00001261,CUST000071,2024-07-21,3.0,2.6,4.1,2.8,3.0,4.6,6,0
FB00001263,BK00001264,CUST000071,2024-08-09,3.3,2.5,3.1,3.3,3.0,4.6,6,0
FB00001269,BK00001270,CUST000072,2022-04-22,3.3,3.7,3.9,2.8,2.5,4.2,5,0
FB00001271,BK00001272,CUST000072,2024-07-22,4.4,3.4,4.9,3.7,3.4,4.6,9,1
FB00001273,BK00001274,CUST000072,2022-05-20,2.0,3.2,2.0,2.3,3.2,2.7,5,0
FB00001275,BK00001276,CUST000072,2023-09-08,3.5,3.4,3.3,3.4,3.3,4.0,5,0
FB00001279,BK00001280,CUST000072,2024-10-21,3.1,2.2,3.7,2.6,3.1,2.7,5,0
FB00001280,BK00001281,CUST000072,2023-01-28,3.5,2.9,3.7,2.9,3.7,4.4,7,1
FB00001283,BK00001284,CUST000072,2024-02-18,4.2,4.3,3.1,3.9,2.8,2.4,6,1
FB00001285,BK00001286,CUST000072,2022-09-21,4.2,3.5,4.7,2.8,4.5,4.3,7,1
FB00001287,BK00001288,CUST000073,2023-09-30,4.3,3.6,3.6,4.4,3.9,4.7,6,1
FB00001294,BK00001295,CUST000073,2024-01-18,4.5,4.0,4.9,4.0,3.0,4.9,7,1
FB00001295,BK00001296,CUST000073,2024-02-17,3.0,2.7,3.1,3.8,2.4,4.5,6,0
FB00001303,BK00001304,CUST000073,2023-03-04,4.2,4.2,5,5,4.3,4.0,10,1
FB00001306,BK00001307,CUST000073,2023-08-21,3.0,3.3,3.2,2.9,3.1,5,7,0
FB00001309,BK00001310,CUST000073,2022-10-10,4.2,2.3,3.7,4.7,3.6,4.8,8,1
FB00001313,BK00001314,CUST000073,2022-11-24,5,4.5,4.2,4.2,4.6,4.3,8,1
FB00001317,BK00001318,CUST000073,2022-12-09,5,5,4.2,5,4.1,5,9,1
FB00001321,BK00001322,CUST000074,2024-07-01,4.2,5,3.8,4.5,3.4,4.3,8,1
FB00001322,BK00001323,CUST000074,2023-04-08,4.5,3.7,3.2,2.7,3.1,4.2,8,1
FB00001325,BK00001326,CUST000074,2024-01-08,2.9,3.7,3.6,2.9,2.6,4.5,6,0
FB00001328,BK00001329,CUST000074,2022-10-29,5,4.3,4.9,3.3,3.4,4.8,9,1
FB00001331,BK00001332,CUST000074,2024-09-17,2.8,3.0,4.0,3.9,3.1,4.7,7,0
FB00001339,BK00001340,CUST000075,2024-06-14,3.7,3.7,3.5,4.1,4.0,4.8,8,1
FB00001340,BK00001341,CUST000075,2023-04-24,3.7,4.7,5,4.9,4.7,4.1,7,1
FB00001341,BK00001342,CUST000075,2022-06-18,4.6,4.0,4.7,3.8,4.6,2.3,6,1
FB00001345,BK00001346,CUST000075,2023-09-28,4.3,3.7,4.6,4.3,3.4,4.4,9,1
FB00001349,BK00001350,CUST000075,2022-06-07,2.9,4.2,3.2,3.6,2.8,4.2,7,0
FB00001350,BK00001351,CUST000075,2024-06-03,3.7,4.4,3.7,4.4,3.3,4.3,8,1
FB00001353,BK00001354,CUST000075,2024-01-31,4.7,4.5,3.9,3.5,3.8,4.1,7,1
FB00001354,BK00001355,CUST000075,2023-12-11,4.5,4.3,5,5,3.8,4.3,10,1
FB00001355,BK00001356,CUST000075,2022-07-02,4.0,3.8,4.9,3.7,4.4,4.6,9,1
FB00001357,BK00001358,CUST000075,2022-08-16,3.7,4.4,5,3.9,4.1,4.5,7,1
FB00001361,BK00001362,CUST000075,2022-03-26,5,4.6,5,4.6,4.5,4.1,10,1
FB00001364,BK00001365,CUST000075,2023-10-05,4.4,4.5,3.9,4.3,3.2,4.6,8,1
FB00001368,BK00001369,CUST000075,2023-05-10,3.4,3.3,4.7,3.5,4.1,2.4,8,1
FB00001371,BK00001372,CUST000075,2024-08-05,5,5,3.7,4.6,4.1,4.7,9,1
FB00001373,BK00001374,CUST000075,2024-08-27,4.6,4.4,5,4.6,4.3,4.4,10,1
FB00001381,BK00001382,CUST000075,2024-09-01,4.5,4.3,4.2,4.2,4.7,3.6,7,1
FB00001382,BK00001383,CUST000075,2023-05-10,4.1,4.3,4.4,3.6,3.4,4.2,7,1
FB00001386,BK00001387,CUST000075,2023-10-07,4.8,4.4,4.3,3.9,3.6,4.1,10,1
FB00001387,BK00001388,CUST000075,2022-09-19,3.6,4.3,4.3,4.0,4.4,4.7,8,1
FB00001389,BK00001390,CUST000075,2022-04-05,5,4.7,4.9,4.3,4.5,4.7,9,1
FB00001391,BK00001392,CUST000075,2023-09-18,4.2,3.5,3.2,3.7,3.4,4.6,8,1
FB00001398,BK00001399,CUST000075,2024-05-31,3.0,2.7,3.1,2.2,3.3,2.4,5,0
FB00001402,BK00001403,CUST000075,2023-04-12,3.7,3.2,4.8,3.6,4.0,4.6,6,1
FB00001404,BK00001405,CUST000075,2022-11-20,2.9,2.5,2.3,2.5,1.8,2.5,4,0
FB00001405,BK00001406,CUST000075,2022-07-23,2.5,2.6,3.4,1.5,3.1,2.8,6,0
FB00001406,BK00001407,CUST000075,2022-01-10,3.7,4.2,3.3,3.8,3.2,4.5,7,0
FB00001407,BK00001408,CUST000076,2023-01-10,3.1,2.8,3.5,3.2,3.4,4.4,5,0
FB00001408,BK00001409,CUST000076,2022-01-29,3.5,3.1,3.2,3.3,3.8,4.8,6,1
FB00001409,BK00001410,CUST000076,2023-03-12,4.0,3.8,4.0,3.6,3.7,2.4,8,1
FB00001420,BK00001421,CUST000076,2022-01-06,3.0,2.5,3.7,3.1,2.7,4.8,4,0
FB00001423,BK00001424,CUST000076,2024-06-25,2.5,3.5,3.6,2.1,2.5,2.8,4,0
FB00001429,BK00001430,CUST000077,2022-07-24,3.6,2.3,3.8,2.9,2.4,4.2,7,0
FB00001434,BK00001435,CUST000077,2023-01-25,3.0,2.5,3.6,2.8,3.6,4.3,6,0
FB00001435,BK00001436,CUST000077,2023-05-13,3.6,3.3,3.4,2.9,3.5,4.8,7,0
FB00001438,BK00001439,CUST000078,2022-01-07,3.8,3.5,2.9,3.2,2.8,4.8,6,0
FB00001439,BK00001440,CUST000078,2022-09-30,3.8,3.7,3.4,3.8,4.1,4.6,7,1
FB00001443,BK00001444,CUST000078,2024-02-15,4.1,3.5,3.9,3.7,4.4,4.6,8,1
FB00001444,BK00001445,CUST000078,2022-12-22,2.9,2.7,3.2,2.9,2.7,4.4,7,0
FB00001445,BK00001446,CUST000078,2024-12-17,4.1,2.6,4.2,3.0,3.3,3.9,7,1
FB00001448,BK00001449,CUST000079,2024-12-31,2.2,2.3,2.9,1.7,2.3,2.6,6,0
FB00001449,BK00001450,CUST000079,2024-05-11,3.5,2.9,2.6,2.5,2.6,4.3,6,0
FB00001451,BK00001452,CUST000079,2023-12-18,1.8,1.5,2.9,2.5,1.7,2.9,4,0
FB00001455,BK00001456,CUST000080,2022-05-19,4.1,3.9,3.5,3.4,3.2,5,9,1
FB00001456,BK00001457,CUST000080,2024-12-28,3.7,3.3,4.2,3.7,4.6,4.2,8,1
FB00001460,BK00001461,CUST000081,2023-07-29,4.9,4.0,5,4.3,4.5,4.5,8,1
FB00001461,BK00001462,CUST000081,2024-04-19,3.5,3.3,3.9,3.6,3.5,4.2,6,0
FB00001464,BK00001465,CUST000081,2022-05-05,3.3,2.7,3.3,3.3,3.6,4.0,7,1
FB00001468,BK00001469,CUST000081,2024-10-04,3.7,3.7,3.9,4.4,3.6,4.6,9,1
FB00001472,BK00001473,CUST000081,2023-02-18,3.3,2.6,3.4,4.1,2.7,4.7,6,0
FB00001487,BK00001488,CUST000082,2022-08-17,3.0,3.8,3.6,3.0,3.5,4.1,6,0
FB00001488,BK00001489,CUST000082,2023-09-07,2.9,3.6,3.4,4.1,3.2,4.5,6,0
FB00001491,BK00001492,CUST000082,2022-01-20,2.9,4.2,3.1,3.7,2.8,4.6,7,1
FB00001495,BK00001496,CUST000082,2022-06-29,3.6,2.9,3.3,2.6,2.9,5,7,1
FB00001497,BK00001498,CUST000082,2024-03-12,3.4,3.3,4.0,2.6,2.6,4.7,7,0
FB00001500,BK00001501,CUST000082,2023-01-20,5,5,4.6,4.5,3.3,2.1,7,1
FB00001507,BK00001508,CUST000082,2024-08-21,3.9,2.8,4.2,4.0,4.5,4.8,6,1
FB00001509,BK00001510,CUST000083,2023-09-24,4.2,5,3.6,3.8,3.7,3.9,10,1
FB00001510,BK00001511,CUST000083,2023-12-01,4.2,4.3,4.3,3.8,3.8,4.5,9,1
FB00001511,BK00001512,CUST000083,2024-05-29,4.3,5,4.8,4.4,4.2,4.9,8,1
FB00001513,BK00001514,CUST000083,2024-02-28,3.5,3.8,3.6,4.7,3.9,4.2,7,1
FB00001514,BK00001515,CUST000083,2023-10-31,4.1,5,4.7,4.0,4.1,4.4,6,1
FB00001519,BK00001520,CUST000083,2022-12-13,4.2,3.2,3.2,3.3,3.0,4.3,7,0
FB00001520,BK00001521,CUST000083,2022-06-23,4.4,4.3,5,4.4,4.1,4.0,7,1
FB00001521,BK00001522,CUST000083,2024-03-03,3.6,5,4.0,4.0,4.0,4.5,8,1
FB00001522,BK00001523,CUST000083,2023-06-24,4.0,4.3,4.4,3.0,3.9,5,7,1
FB00001523,BK00001524,CUST000083,2022-06-07,4.4,4.7,5,4.3,4.0,4.8,9,1
FB00001526,BK00001527,CUST000083,2023-11-02,4.2,2.9,4.1,3.6,3.1,2.7,10,1
FB00001538,BK00001539,CUST000083,2023-12-19,4.0,3.6,4.2,3.6,3.0,2.5,7,1
FB00001539,BK00001540,CUST000083,2022-03-27,3.9,3.8,3.9,3.6,3.9,3.9,10,1
FB00001540,BK00001541,CUST000083,2023-10-05,4.4,4.6,4.0,4.8,5,4.5,9,1
FB00001549,BK00001550,CUST000083,2022-12-14,4.6,5,5,4.1,3.3,4.4,9,1
FB00001551,BK00001552,CUST000083,2022-12-30,3.4,4.3,4.2,3.7,3.7,2.8,6,1
FB00001552,BK00001553,CUST000083,2024-05-08,3.4,3.7,3.2,4.0,3.3,4.4,6,0
FB00001558,BK00001559,CUST000083,2022-01-16,4.6,4.5,4.1,4.1,4.7,4.7,9,1
FB00001562,BK00001563,CUST000083,2022-07-04,5,4.1,5,3.6,4.5,4.7,8,1
FB00001566,BK00001567,CUST000083,2024-07-03,4.0,5,5,3.5,4.7,5,9,1
FB00001570,BK00001571,CUST000083,2022-06-09,3.5,3.7,3.5,2.3,2.4,3.6,7,0
FB00001573,BK00001574,CUST000084,2022-07-20,5,4.9,4.0,4.6,4.0,4.4,8,1
FB00001577,BK00001578,CUST000084,2022-08-05,4.2,3.6,2.9,4.6,4.1,4.5,7,1
FB00001578,BK00001579,CUST000084,2023-10-17,3.9,3.6,5,4.0,3.5,4.1,7,1
FB00001580,BK00001581,CUST000084,2024-08-08,4.3,4.0,3.8,3.6,3.3,5,8,1
FB00001582,BK00001583,CUST000084,2023-10-11,4.0,3.9,4.6,4.0,4.5,3.1,6,1
FB00001584,BK00001585,CUST000084,2022-08-15,4.4,4.2,4.3,3.5,3.8,4.0,7,1
FB00001587,BK00001588,CUST000084,2023-07-31,4.3,4.9,4.4,4.4,3.6,4.2,10,1
FB00001598,BK00001599,CUST000084,2024-03-30,4.6,3.8,5,3.6,4.3,3.9,7,1
FB00001599,BK00001600,CUST000084,2023-07-03,4.4,4.3,5,4.9,4.3,4.4,8,1
FB00001600,BK00001601,CUST000084,2024-01-21,4.4,4.3,5,4.7,5,4.4,10,1
FB00001601,BK00001602,CUST000084,2024-08-16,4.9,4.9,5,4.4,3.8,4.5,9,1
FB00001605,BK00001606,CUST000084,2022-07-17,4.9,4.3,5,4.6,4.7,4.4,9,1
FB00001610,BK00001611,CUST000084,2024-10-01,4.7,3.6,3.3,4.3,4.1,2.5,9,1
FB00001612,BK00001613,CUST000084,2023-04-10,4.0,3.6,5,5,3.3,4.2,8,1
FB00001614,BK00001615,CUST000084,2022-01-05,4.4,4.0,4.5,4.2,4.8,2.1,8,1
FB00001618,BK00001619,CUST000084,2024-07-01,4.1,3.7,4.4,5,3.6,4.7,10,1
FB00001627,BK00001628,CUST000085,2023-02-23,3.5,4.3,4.0,3.3,4.2,4.2,7,1
FB00001628,BK00001629,CUST000085,2022-05-13,4.3,4.5,5,3.7,3.5,2.8,7,1
FB00001633,BK00001634,CUST000085,2022-03-03,4.3,4.5,4.9,4.6,4.6,4.7,9,1
FB00001635,BK00001636,CUST000085,2024-06-07,3.4,4.9,4.2,4.3,4.4,3.7,9,1
FB00001638,BK00001639,CUST000085,2023-05-30,3.3,3.6,3.0,4.4,4.0,4.5,5,0
FB00001640,BK00001641,CUST000085,2022-10-17,4.7,3.5,4.3,3.6,3.2,2.4,9,1
FB00001642,BK00001643,CUST000085,2023-05-30,5,4.4,4.7,4.9,5,4.4,8,1
FB00001647,BK00001648,CUST000085,2024-04-29,2.7,4.4,3.1,2.8,2.7,3.8,6,0
FB00001650,BK00001651,CUST000085,2022-12-19,4.4,3.9,3.6,4.7,4.0,5,10,1
FB00001651,BK00001652,CUST000085,2023-12-26,4.0,4.4,4.2,4.1,4.4,2.5,10,1
FB00001655,BK00001656,CUST000085,2022-07-12,5,5,3.9,4.8,4.9,4.9,9,1
FB00001657,BK00001658,CUST000085,2023-07-10,3.6,3.7,4.2,4.2,2.9,3.2,6,1
FB00001661,BK00001662,CUST000086,2022-02-06,2.7,2.1,3.7,1.3,2.7,3.0,4,0
FB00001663,BK00001664,CUST000086,2023-05-21,3.6,2.6,3.7,4.1,3.1,4.1,6,1
FB00001664,BK00001665,CUST000086,2024-08-17,3.5,3.3,3.3,3.9,2.8,2.4,8,1
FB00001665,BK00001666,CUST000086,2022-04-16,4.1,3.8,3.6,3.2,3.9,2.6,8,1
FB00001668,BK00001669,CUST000086,2024-07-22,2.7,3.2,4.4,3.1,2.9,4.7,7,0
FB00001675,BK00001676,CUST000087,2022-10-04,2.3,3.4,3.5,2.6,2.8,1.8,4,0
FB00001676,BK00001677,CUST000087,2023-07-30,2.7,3.0,3.4,3.1,3.7,4.1,5,0
FB00001677,BK00001678,CUST000088,2024-10-07,2.4,1.9,3.5,3.0,3.2,4.1,6,0
FB00001678,BK00001679,CUST000088,2022-09-10,2.8,3.3,3.7,2.8,2.5,4.6,6,0
FB00001682,BK00001683,CUST000088,2022-09-21,2.6,1.9,1.9,2.7,2.2,2.9,4,0
FB00001684,BK00001685,CUST000089,2024-09-18,1.8,2.9,4.1,3.1,2.7,4.7,7,0
FB00001685,BK00001686,CUST000089,2023-10-23,3.4,2.9,4.4,2.2,2.7,4.6,7,0
FB00001694,BK00001695,CUST000090,2022-05-07,3.2,2.8,2.5,2.9,2.7,2.4,7,0
FB00001695,BK00001696,CUST000090,2024-11-11,4.9,4.0,3.4,3.8,4.6,2.0,7,1
FB00001697,BK00001698,CUST000090,2024-09-15,4.0,4.8,4.5,3.9,3.1,4.7,8,1
FB00001698,BK00001699,CUST000090,2024-11-24,4.8,4.1,3.9,4.0,3.5,4.4,7,1
FB00001700,BK00001701,CUST000090,2022-08-03,4.8,3.9,4.3,2.3,3.5,5,6,1
FB00001702,BK00001703,CUST000090,2024-02-06,5,4.1,3.9,3.8,3.2,4.6,6,1
FB00001706,BK00001707,CUST000090,2024-04-20,3.9,4.1,3.3,3.3,5,3.1,9,1
FB00001713,BK00001714,CUST000090,2022-06-02,3.4,3.9,3.1,3.4,3.6,4.6,5,0
FB00001715,BK00001716,CUST000090,2024-05-24,4.1,3.0,4.2,3.6,3.1,4.7,4,0
FB00001716,BK00001717,CUST000090,2023-10-12,3.9,5,4.7,4.4,3.7,4.9,9,1
FB00001729,BK00001730,CUST000091,2022-01-23,3.4,3.1,2.2,3.5,2.7,4.6,5,0
FB00001734,BK00001735,CUST000091,2024-01-17,3.6,3.9,3.6,3.2,3.5,4.8,7,1
FB00001739,BK00001740,CUST000091,2024-05-20,3.8,3.8,4.2,3.6,3.2,4.0,6,1
FB00001744,BK00001745,CUST000091,2024-08-14,2.6,2.4,2.6,1.7,2.4,2.3,5,0
