booking_id,customer_id,booking_date,flight_date,origin_airport,destination_airport,airline,cabin_class,base_fare_inr,ancillary_spend_inr,total_spend_inr,miles_earned,travel_purpose,booking_lead_days,flight_on_time
BK00000195,CUST000013,2022-03-30,2022-05-23,BOM,DXB,IndiGo,Economy,8795.27,945.43,9740.7,842,Leisure,54,1
BK00000196,CUST000013,2022-12-25,2023-01-13,DEL,NRT,IndiGo,Business,93818.48,1805.27,95623.75,9191,Business,19,1
BK00000197,CUST000013,2024-06-13,2024-11-02,DEL,LHR,IndiGo,Premium Economy,46949.51,3367.28,50316.79,5494,Business,142,1
BK00000198,CUST000013,2023-04-12,2023-05-03,CCU,BKK,Vistara,Premium Economy,47527.68,4447.91,51975.59,5315,Leisure,21,1
BK00000199,CUST000013,2022-01-01,2022-03-18,BOM,JFK,Etihad,Economy,9448.44,1272.43,10720.87,858,Business,111,1
BK00000200,CUST000013,2023-12-13,2024-01-22,LHR,DXB,Etihad,Premium Economy,40508.8,3458.49,43967.29,3244,Medical,40,0
BK00000201,CUST000013,2022-01-15,2022-03-23,BOM,LHR,Emirates,Economy,21725.63,3200.55,24926.18,2289,Family Visit,67,1
BK00000202,CUST000013,2022-01-01,2022-05-26,BLR,DXB,IndiGo,Economy,24065.34,2330.81,26396.15,2126,Business,150,1
BK00000203,CUST000013,2024-05-13,2024-09-19,SIN,SYD,SingaporeAir,Business,180264.19,16173.94,196438.13,14979,Business,129,1
BK00000204,CUST000013,2023-06-19,2023-10-08,DXB,HYD,Etihad,Economy,26959.41,2676.42,29635.83,2310,Business,111,1
BK00000205,CUST000013,2022-04-23,2022-09-19,DEL,BOM,Lufthansa,First,277177.97,15840.97,293018.93999999994,23624,Leisure,149,1
BK00000206,CUST000013,2024-12-27,2024-12-28,DEL,JFK,AirIndia,First,298863.29,12925.09,311788.38,35060,Leisure,1,1
BK00000207,CUST000013,2022-07-13,2023-01-09,CDG,DEL,Lufthansa,Business,189900.78,4653.02,194553.8,22101,Family Visit,180,1
BK00000208,CUST000013,2024-06-13,2024-10-16,DXB,BLR,SingaporeAir,Business,154621.87,7909.09,162530.96,16792,Family Visit,125,0
BK00000209,CUST000013,2024-08-25,2024-11-17,DXB,LHR,AirIndia,First,238630.36,16116.54,254746.9,25227,Business,84,1
BK00000210,CUST000013,2023-03-07,2023-08-18,JFK,DEL,Lufthansa,Economy,26833.27,3974.48,30807.75,2361,Family Visit,164,1
BK00000211,CUST000014,2023-04-02,2023-07-10,BKK,CCU,Etihad,Economy,21913.48,2257.19,24170.67,2299,Business,99,1
BK00000212,CUST000014,2023-04-25,2023-05-10,DEL,DXB,Lufthansa,Premium Economy,52790.96,1594.27,54385.229999999996,5921,Leisure,15,1
BK00000213,CUST000014,2022-04-24,2022-10-16,NRT,DEL,Emirates,Economy,8200.04,515.0,8715.04,772,Leisure,175,1
BK00000214,CUST000014,2023-04-24,2023-07-23,DXB,HYD,Emirates,Business,193377.74,9353.89,202731.63,21283,Leisure,90,0
BK00000215,CUST000014,2022-09-04,2022-12-19,SIN,BLR,Etihad,Economy,8184.91,474.42,8659.33,800,Business,106,1
BK00000216,CUST000015,2023-06-04,2023-08-20,LHR,DEL,Etihad,Premium Economy,49116.01,2395.11,51511.12,4231,Medical,77,1
BK00000217,CUST000015,2024-07-02,2024-11-15,SIN,SYD,Emirates,First,201481.48,24228.41,225709.89,22833,Leisure,136,1
BK00000218,CUST000015,2022-01-01,2022-02-04,DXB,LHR,IndiGo,Business,177572.78,23100.34,200673.12,19392,Business,104,1
BK00000219,CUST000015,2023-08-22,2023-09-03,SIN,BLR,SingaporeAir,Economy,25360.67,231.15,25591.82,2074,Business,12,1
BK00000220,CUST000015,2024-08-04,2024-12-31,LHR,BOM,AirIndia,Business,184081.29,20618.23,204699.52000000002,16291,Business,149,1
BK00000221,CUST000015,2022-03-08,2022-05-16,JFK,LHR,Etihad,Premium Economy,68785.35,8473.69,77259.04000000001,7087,Business,69,1
BK00000222,CUST000015,2022-07-15,2022-11-10,NRT,SIN,AirIndia,Economy,18509.5,750.47,19259.97,1490,Leisure,118,1
BK00000223,CUST000015,2023-09-20,2024-02-13,JFK,BOM,IndiGo,Business,197958.72,17015.65,214974.37,19782,Business,146,1
BK00000224,CUST000015,2022-01-01,2022-02-08,HYD,DXB,SingaporeAir,Business,143563.35,3022.49,146585.84,17127,Leisure,157,1
BK00000225,CUST000015,2022-08-19,2022-10-29,DEL,LHR,Lufthansa,First,306132.27,24358.0,330490.27,36429,Leisure,71,1
BK00000226,CUST000015,2022-01-01,2022-02-05,CDG,DEL,Emirates,Premium Economy,36634.76,529.57,37164.33,4021,Business,73,1
BK00000227,CUST000015,2024-02-07,2024-07-31,MAA,SIN,Vistara,First,234103.64,10842.37,244946.01,23536,Business,175,1
BK00000228,CUST000015,2022-08-13,2022-11-22,DXB,BOM,Etihad,Business,165488.6,20829.2,186317.80000000002,15357,Business,101,1
BK00000229,CUST000015,2023-02-07,2023-07-21,DEL,SIN,SingaporeAir,Economy,25460.98,839.38,26300.36,3025,Business,164,1
BK00000230,CUST000015,2023-10-21,2024-02-11,LHR,JFK,Etihad,Economy,19339.73,1394.1,20733.829999999998,2265,Leisure,113,1
BK00000231,CUST000015,2022-01-01,2022-01-06,BKK,CCU,AirIndia,Business,101704.55,14746.24,116450.79000000001,11857,Leisure,135,1
BK00000232,CUST000015,2022-04-16,2022-07-04,DEL,CDG,Lufthansa,Economy,29031.36,3859.81,32891.17,3278,Family Visit,79,1
BK00000233,CUST000015,2022-01-01,2022-02-17,DEL,NRT,Lufthansa,Economy,20424.54,442.43,20866.97,2168,Leisure,128,1
BK00000234,CUST000015,2022-01-01,2022-02-25,DEL,BOM,Etihad,Economy,26341.36,2264.87,28606.23,2145,Family Visit,109,1
BK00000235,CUST000015,2023-04-22,2023-07-13,SIN,NRT,Lufthansa,Premium Economy,61843.95,5122.43,66966.38,6951,Education,82,1
BK00000236,CUST000015,2022-01-07,2022-05-25,CDG,DEL,Lufthansa,Premium Economy,43101.0,3393.11,46494.11,5152,Medical,138,1
BK00000237,CUST000015,2022-01-01,2022-03-23,DEL,CDG,Lufthansa,Premium Economy,37652.36,3293.75,40946.11,3494,Business,148,1
BK00000238,CUST000015,2024-07-20,2024-11-10,LHR,JFK,Lufthansa,Business,95956.03,11900.1,107856.13,8482,Leisure,113,1
BK00000239,CUST000015,2024-11-14,2024-12-11,DEL,DXB,SingaporeAir,First,405574.35,24248.91,429823.25999999995,34894,Business,27,1
BK00000240,CUST000015,2022-01-01,2022-02-27,HYD,DXB,Lufthansa,Business,175910.02,2632.54,178542.56,20605,Business,133,1
BK00000241,CUST000015,2022-02-19,2022-07-21,DXB,LHR,SingaporeAir,Business,78319.11,9721.59,88040.7,6287,Business,152,0
BK00000242,CUST000015,2022-07-03,2022-08-31,LHR,DEL,Lufthansa,Economy,20988.29,461.96,21450.25,2144,Leisure,59,1
BK00000243,CUST000015,2024-08-22,2024-11-13,DEL,NRT,Emirates,Business,131765.18,913.53,132678.71,14303,Leisure,83,1
BK00000244,CUST000015,2023-12-25,2024-04-27,DXB,LHR,Etihad,Business,199567.97,5717.89,205285.86000000002,18793,Business,124,1
BK00000245,CUST000015,2022-05-07,2022-07-27,DEL,BLR,SingaporeAir,Business,184981.56,2778.89,187760.45,17234,Business,81,1
BK00000246,CUST000015,2022-01-01,2022-03-09,SIN,MAA,Vistara,Economy,20917.91,1893.61,22811.52,2407,Leisure,71,1
BK00000247,CUST000015,2023-04-17,2023-09-30,MAA,SIN,AirIndia,Business,88083.83,1008.78,89092.61,7271,Medical,166,1
BK00000248,CUST000015,2022-06-30,2022-07-29,DEL,BOM,Emirates,First,437983.64,55897.56,493881.2,38515,Business,29,1
BK00000249,CUST000015,2024-03-03,2024-03-16,SIN,NRT,Lufthansa,Business,147847.42,9711.59,157559.01,16988,Business,13,1
BK00000250,CUST000015,2022-06-20,2022-10-19,BOM,LHR,Emirates,Premium Economy,66119.11,2648.17,68767.28,6417,Leisure,121,1
BK00000251,CUST000015,2023-08-19,2023-08-24,DEL,DXB,Etihad,First,445820.83,28304.61,474125.44,50934,Education,5,0
BK00000252,CUST000015,2022-11-16,2023-03-23,DEL,BOM,Lufthansa,Premium Economy,65335.3,4959.26,70294.56,5771,Leisure,127,1
BK00000253,CUST000015,2022-10-03,2022-11-25,LHR,JFK,Etihad,Business,157818.3,5528.09,163346.38999999998,15838,Education,53,1
BK00000254,CUST000016,2022-04-16,2022-07-01,HYD,DXB,IndiGo,Business,157736.1,15202.6,172938.7,18902,Leisure,76,0
BK00000255,CUST000016,2023-12-12,2024-02-03,DEL,JFK,Emirates,Premium Economy,45171.58,1676.58,46848.16,4395,Leisure,53,1
BK00000256,CUST000016,2023-09-14,2024-02-27,BOM,JFK,Vistara,Economy,27633.2,1431.58,29064.78,2909,Leisure,166,0
BK00000257,CUST000016,2024-08-13,2024-09-24,BLR,SIN,IndiGo,Business,151219.92,9633.35,160853.27000000002,14770,Leisure,42,0
BK00000258,CUST000016,2022-04-27,2022-07-12,CCU,BKK,Etihad,Economy,30521.49,1312.48,31833.97,3660,Leisure,76,1
BK00000259,CUST000016,2024-06-28,2024-09-09,CCU,BKK,Emirates,Economy,23951.57,2936.34,26887.91,2110,Business,73,0
BK00000260,CUST000016,2022-09-14,2022-09-21,SIN,SYD,IndiGo,Business,142001.82,6147.59,148149.41,14977,Leisure,7,1
BK00000261,CUST000016,2023-12-29,2024-05-19,MAA,SIN,AirIndia,Premium Economy,58005.52,5619.08,63624.6,5532,Family Visit,142,1
BK00000262,CUST000016,2024-03-27,2024-05-01,BKK,CCU,AirIndia,Economy,28148.88,4179.89,32328.77,2717,Education,35,1
BK00000263,CUST000016,2023-09-22,2024-03-18,LHR,BOM,SingaporeAir,Business,190214.92,3835.51,194050.43000000002,21677,Leisure,178,1
BK00000264,CUST000016,2023-03-20,2023-07-05,LHR,JFK,IndiGo,Economy,32290.4,1011.13,33301.53,3148,Business,107,1
BK00000265,CUST000017,2022-01-01,2022-02-03,SIN,DEL,AirIndia,Economy,9948.5,223.42,10171.92,917,Family Visit,70,1
BK00000266,CUST000017,2022-10-29,2022-12-03,DXB,BOM,Vistara,Premium Economy,37506.68,1710.56,39217.24,3593,Leisure,35,1
BK00000267,CUST000017,2023-11-12,2024-02-11,LHR,DEL,Etihad,Economy,21219.64,408.18,21627.82,1882,Business,91,1
BK00000268,CUST000017,2023-12-16,2024-02-21,LHR,JFK,Etihad,Economy,28464.21,2729.83,31194.04,2830,Business,67,1
BK00000269,CUST000017,2023-06-11,2023-09-04,JFK,LHR,IndiGo,Economy,31174.5,3707.33,34881.83,3509,Leisure,85,1
BK00000270,CUST000017,2023-01-04,2023-03-03,BLR,SIN,Lufthansa,Business,106977.25,8814.82,115792.07,10616,Leisure,58,1
BK00000271,CUST000017,2023-08-18,2023-09-08,BOM,JFK,SingaporeAir,Business,83263.09,11554.65,94817.73999999999,7580,Family Visit,21,1
BK00000272,CUST000017,2024-05-05,2024-09-14,BLR,DXB,Lufthansa,Economy,17655.15,303.11,17958.260000000002,1904,Business,132,1
BK00000273,CUST000018,2022-11-23,2023-03-14,JFK,DEL,SingaporeAir,Economy,15816.86,1383.57,17200.43,1445,Business,111,1
BK00000274,CUST000018,2024-09-17,2024-11-18,DXB,BOM,Emirates,Economy,18097.35,140.07,18237.42,1520,Business,62,0
BK00000275,CUST000018,2023-02-01,2023-02-27,SYD,SIN,SingaporeAir,Economy,9752.92,334.78,10087.7,968,Business,26,1
BK00000276,CUST000018,2022-01-01,2022-01-31,BOM,JFK,Vistara,Economy,20314.91,138.15,20453.06,2170,Business,108,1
BK00000277,CUST000018,2023-05-25,2023-11-09,DEL,CDG,Lufthansa,Economy,22793.73,2864.67,25658.4,1953,Business,168,1
BK00000278,CUST000018,2022-04-11,2022-05-28,MAA,SIN,AirIndia,Economy,28062.24,51.51,28113.75,2282,Leisure,47,1
BK00000279,CUST000018,2024-04-21,2024-06-03,HYD,DXB,IndiGo,Economy,17048.7,1778.28,18826.98,1824,Medical,43,1
BK00000280,CUST000018,2022-02-15,2022-07-15,SIN,DEL,Vistara,Economy,18900.33,1361.96,20262.29,1589,Leisure,150,1
BK00000281,CUST000018,2022-01-06,2022-02-09,DEL,SIN,IndiGo,Economy,32106.58,991.16,33097.740000000005,3519,Leisure,34,1
BK00000282,CUST000018,2022-02-27,2022-03-06,DXB,HYD,SingaporeAir,Business,91311.46,9106.12,100417.58,7477,Leisure,7,0
BK00000283,CUST000019,2022-02-20,2022-04-05,JFK,DEL,SingaporeAir,Economy,22423.0,703.22,23126.22,2310,Leisure,44,1
BK00000284,CUST000019,2024-08-11,2024-11-24,CCU,BKK,Etihad,Economy,13796.29,503.41,14299.7,1433,Leisure,105,1
BK00000285,CUST000019,2023-11-13,2023-11-14,BOM,DEL,Etihad,Economy,18792.65,2177.64,20970.29,1727,Business,1,0
BK00000286,CUST000019,2024-07-21,2024-11-14,NRT,DEL,Emirates,Economy,28126.42,3078.5,31204.92,2906,Leisure,116,1
BK00000287,CUST000019,2024-05-16,2024-08-27,LHR,BOM,Vistara,Economy,25198.36,1362.69,26561.05,2642,Family Visit,103,1
BK00000288,CUST000019,2022-05-01,2022-07-08,HYD,DXB,AirIndia,First,494550.94,29990.87,524541.81,55668,Business,68,1
BK00000289,CUST000019,2024-01-01,2024-03-09,BLR,DEL,AirIndia,Economy,25268.68,229.61,25498.29,2947,Business,68,1
BK00000290,CUST000019,2023-10-19,2024-01-27,LHR,BOM,Vistara,Business,162246.15,3875.75,166121.9,18678,Family Visit,100,1
BK00000291,CUST000019,2023-05-19,2023-10-13,LHR,BOM,Etihad,Economy,26866.04,2819.76,29685.800000000003,2587,Family Visit,147,1
BK00000292,CUST000019,2023-09-11,2023-11-26,LHR,BOM,IndiGo,Economy,32591.15,3690.84,36281.990000000005,3113,Medical,76,0
BK00000293,CUST000019,2024-07-04,2024-08-30,JFK,DEL,Lufthansa,Economy,25411.26,3560.16,28971.42,2999,Family Visit,57,1
BK00000294,CUST000019,2022-12-02,2023-03-12,DXB,BLR,AirIndia,Economy,28225.24,1043.0,29268.24,2910,Business,100,1
BK00000295,CUST000019,2022-10-10,2022-10-29,BLR,DXB,SingaporeAir,Economy,14381.83,1312.53,15694.36,1662,Business,19,1
BK00000296,CUST000019,2023-12-05,2023-12-27,BOM,LHR,Emirates,Economy,10740.66,1445.05,12185.71,1080,Leisure,22,0
BK00000297,CUST000019,2022-01-24,2022-02-17,BOM,JFK,AirIndia,Economy,18247.57,1290.64,19538.21,1581,Family Visit,24,1
BK00000298,CUST000019,2024-04-17,2024-05-17,BOM,JFK,IndiGo,Business,77387.37,10403.62,87790.98999999999,7387,Leisure,30,0
BK00000299,CUST000019,2022-06-29,2022-09-08,DXB,BLR,SingaporeAir,Economy,28741.77,3375.71,32117.48,2807,Leisure,71,1
BK00000300,CUST000019,2022-10-29,2022-12-03,CCU,BKK,Emirates,Economy,28267.62,869.72,29137.34,3184,Business,35,1
BK00000301,CUST000020,2023-03-28,2023-09-08,DXB,DEL,IndiGo,Business,107783.06,13685.44,121468.5,8967,Business,164,1
BK00000302,CUST000020,2023-12-29,2024-02-24,BLR,DXB,Lufthansa,Economy,19069.95,2830.67,21900.620000000003,1545,Business,57,1
BK00000303,CUST000020,2022-12-16,2023-03-28,JFK,LHR,AirIndia,Economy,18519.99,471.73,18991.72,2063,Business,102,1
BK00000304,CUST000020,2023-03-27,2023-05-21,SIN,SYD,Vistara,Business,79235.92,8965.75,88201.67,6955,Leisure,55,1
BK00000305,CUST000020,2023-12-21,2024-05-08,BOM,JFK,Lufthansa,Economy,26512.58,2121.59,28634.170000000002,2227,Leisure,139,1
BK00000306,CUST000020,2023-02-09,2023-06-28,DEL,JFK,Vistara,First,459492.57,34022.47,493515.04000000004,40738,Leisure,139,0
BK00000307,CUST000020,2024-01-12,2024-03-31,DEL,DXB,Etihad,Business,163797.15,16287.58,180084.72999999998,13647,Leisure,79,1
BK00000308,CUST000020,2022-11-19,2022-11-27,LHR,DEL,Lufthansa,Business,185212.53,23703.94,208916.47,21676,Business,8,1
BK00000309,CUST000020,2022-03-06,2022-05-29,LHR,JFK,SingaporeAir,Economy,11898.25,1704.02,13602.27,1318,Leisure,84,1
BK00000310,CUST000020,2023-05-26,2023-06-19,DEL,BOM,SingaporeAir,Economy,13332.01,850.85,14182.86,1437,Business,24,1
BK00000311,CUST000020,2022-03-20,2022-07-24,BOM,DXB,AirIndia,Premium Economy,38193.5,4509.91,42703.41,3206,Family Visit,126,0
BK00000312,CUST000020,2022-10-03,2022-10-04,DEL,SIN,SingaporeAir,Premium Economy,68903.84,167.68,69071.51999999999,5885,Medical,1,0
BK00000313,CUST000020,2024-09-12,2024-12-02,SIN,NRT,Vistara,Economy,10484.42,208.41,10692.83,1062,Medical,81,0
BK00000314,CUST000020,2024-06-02,2024-09-19,DEL,JFK,Vistara,Business,196219.1,14022.9,210242.0,19700,Business,109,1
BK00000315,CUST000020,2022-02-19,2022-05-27,BOM,LHR,SingaporeAir,First,211252.77,20190.02,231442.78999999998,19449,Education,97,0
BK00000316,CUST000020,2023-06-16,2023-08-10,BLR,DEL,Vistara,Economy,17405.48,2289.63,19695.11,1445,Leisure,55,1
BK00000317,CUST000020,2024-03-10,2024-04-21,LHR,JFK,Vistara,First,255663.83,2547.54,258211.37,26055,Family Visit,42,1
BK00000318,CUST000020,2022-08-29,2022-12-26,BOM,JFK,AirIndia,Business,75252.07,7145.15,82397.22,6872,Family Visit,119,1
BK00000319,CUST000020,2023-05-25,2023-07-20,DXB,LHR,Lufthansa,First,327775.65,29721.5,357497.15,32865,Education,56,1
BK00000320,CUST000020,2022-01-10,2022-03-04,SIN,MAA,Emirates,First,410226.86,20966.68,431193.54,40225,Education,53,1
BK00000321,CUST000020,2024-09-26,2024-10-30,BLR,DXB,Emirates,Business,98028.93,9383.6,107412.53,8181,Leisure,34,1
BK00000322,CUST000020,2023-07-28,2024-01-11,BKK,CCU,Etihad,Economy,31597.05,2257.98,33855.03,3366,Leisure,167,1
BK00000323,CUST000020,2022-02-18,2022-08-16,LHR,BOM,AirIndia,Business,138655.5,19877.39,158532.89,13427,Leisure,179,1
BK00000324,CUST000020,2022-07-05,2022-07-30,DXB,DEL,Etihad,Business,176591.35,10838.6,187429.95,18362,Business,25,1
BK00000325,CUST000020,2022-09-11,2022-10-16,DXB,DEL,IndiGo,Economy,21540.56,359.69,21900.25,2025,Family Visit,35,1
BK00000326,CUST000020,2022-08-01,2022-10-31,BLR,DEL,IndiGo,Economy,8355.62,348.08,8703.7,777,Leisure,91,1
BK00000327,CUST000020,2023-05-29,2023-09-01,LHR,DEL,IndiGo,Economy,27609.83,2295.39,29905.22,2708,Family Visit,95,1
BK00000328,CUST000020,2022-04-06,2022-07-28,DEL,SIN,Etihad,Premium Economy,36188.05,4630.23,40818.28,4015,Leisure,113,1
BK00000329,CUST000020,2022-09-03,2022-12-04,DXB,LHR,SingaporeAir,First,202296.74,28204.64,230501.38,18524,Business,92,1
BK00000330,CUST000020,2022-02-27,2022-03-25,LHR,JFK,Vistara,Business,78651.33,10932.15,89583.48,6346,Leisure,26,1
BK00000331,CUST000020,2023-05-23,2023-11-06,LHR,BOM,AirIndia,Business,183948.38,3483.46,187431.84,20323,Family Visit,167,1
BK00000332,CUST000020,2024-04-11,2024-08-19,NRT,SIN,SingaporeAir,Premium Economy,64310.56,6065.85,70376.41,6561,Leisure,130,1
BK00000333,CUST000021,2023-02-04,2023-04-03,DXB,DEL,SingaporeAir,Economy,21438.49,2935.12,24373.61,2266,Education,58,1
BK00000334,CUST000021,2022-05-14,2022-08-25,BOM,DEL,IndiGo,Premium Economy,59822.6,8120.03,67942.63,5849,Education,103,1
BK00000335,CUST000021,2022-01-01,2022-01-29,HYD,DXB,Vistara,Economy,33861.18,4647.28,38508.46,3771,Business,178,1
BK00000336,CUST000021,2023-05-09,2023-07-24,DEL,BLR,SingaporeAir,Economy,30521.12,2759.46,33280.58,2966,Business,76,1
BK00000337,CUST000021,2022-09-10,2022-11-10,DXB,LHR,Emirates,Economy,8398.86,84.0,8482.86,688,Leisure,61,1
BK00000338,CUST000021,2023-01-26,2023-07-14,SIN,MAA,Emirates,Economy,18774.98,405.26,19180.239999999998,1813,Medical,169,1
BK00000339,CUST000021,2023-05-26,2023-09-05,SIN,SYD,SingaporeAir,Economy,17658.29,1682.0,19340.29,1774,Leisure,102,1
BK00000340,CUST000021,2022-11-24,2022-11-26,LHR,JFK,Vistara,Economy,16134.94,1872.96,18007.9,1612,Medical,2,1
BK00000341,CUST000021,2022-09-19,2023-01-13,BOM,LHR,AirIndia,Premium Economy,41964.36,1897.72,43862.08,3365,Leisure,116,1
BK00000342,CUST000021,2023-05-29,2023-09-23,DEL,SIN,Vistara,Economy,33442.01,1998.09,35440.1,2819,Business,117,1
BK00000343,CUST000021,2022-01-01,2022-02-28,BKK,CCU,AirIndia,Economy,29842.8,66.91,29909.71,2718,Leisure,61,1
BK00000344,CUST000022,2022-06-08,2022-10-23,LHR,JFK,SingaporeAir,Economy,15860.15,431.28,16291.43,1409,Leisure,137,1
BK00000345,CUST000022,2022-05-08,2022-10-13,LHR,DXB,SingaporeAir,Economy,8546.91,1061.7,9608.61,890,Leisure,158,1
BK00000346,CUST000022,2024-02-28,2024-06-25,BLR,DEL,Emirates,Economy,12238.31,254.87,12493.18,1043,Leisure,118,1
BK00000347,CUST000022,2022-12-28,2022-12-29,SIN,DEL,Etihad,Economy,12754.51,776.98,13531.49,1328,Business,1,1
BK00000348,CUST000023,2023-09-28,2023-12-28,DEL,LHR,Etihad,Economy,14226.96,334.81,14561.769999999999,1163,Business,91,0
BK00000349,CUST000023,2022-09-10,2022-11-06,LHR,DEL,Lufthansa,Premium Economy,36949.96,3194.99,40144.95,3906,Leisure,57,1
BK00000350,CUST000023,2024-06-20,2024-09-24,DEL,JFK,AirIndia,Economy,25445.45,701.56,26147.010000000002,2627,Leisure,96,0
BK00000351,CUST000023,2023-09-11,2023-11-29,CCU,BKK,Lufthansa,Premium Economy,63000.55,604.71,63605.26,6904,Leisure,79,0
BK00000352,CUST000023,2024-05-15,2024-07-09,SIN,SYD,Etihad,Business,92828.31,6.55,92834.86,10374,Leisure,55,0
BK00000353,CUST000023,2023-01-19,2023-04-25,DEL,JFK,Vistara,Premium Economy,53748.92,7385.5,61134.42,5449,Leisure,96,1
BK00000354,CUST000023,2023-02-15,2023-08-13,LHR,BOM,Lufthansa,Premium Economy,39730.79,1762.31,41493.1,4381,Leisure,179,1
BK00000355,CUST000023,2022-01-01,2022-06-14,DEL,CDG,Emirates,Economy,19359.44,1242.91,20602.35,1593,Leisure,165,1
BK00000356,CUST000023,2024-04-22,2024-05-06,JFK,DEL,Lufthansa,Premium Economy,41404.84,537.48,41942.32,4472,Leisure,14,1
BK00000357,CUST000023,2022-05-26,2022-06-01,JFK,LHR,Emirates,Economy,9869.68,168.59,10038.27,978,Business,6,1
BK00000358,CUST000023,2024-08-18,2024-09-05,NRT,DEL,IndiGo,Economy,12081.55,1239.49,13321.039999999999,1026,Leisure,18,1
BK00000359,CUST000023,2024-01-08,2024-02-15,DXB,LHR,Etihad,Premium Economy,49705.37,1645.27,51350.64,4966,Leisure,38,1
BK00000360,CUST000023,2022-09-15,2023-01-30,DXB,DEL,Etihad,Business,105605.15,13150.66,118755.81,11713,Leisure,137,1
BK00000361,CUST000023,2022-07-27,2022-11-01,BOM,LHR,Etihad,Economy,11866.43,778.47,12644.9,1233,Business,97,1
BK00000362,CUST000023,2022-09-11,2023-03-04,DEL,BOM,Etihad,Premium Economy,56414.91,2182.03,58596.94,5620,Business,174,1
BK00000363,CUST000023,2023-09-24,2023-12-03,SYD,SIN,Etihad,First,468655.03,64628.69,533283.72,40106,Leisure,70,1
BK00000364,CUST000023,2022-01-01,2022-03-04,CCU,BKK,IndiGo,Economy,19555.2,858.97,20414.170000000002,1901,Medical,94,0
BK00000365,CUST000023,2022-07-22,2022-10-23,JFK,BOM,Etihad,Economy,33462.81,1107.32,34570.13,3758,Leisure,93,1
BK00000366,CUST000023,2023-07-27,2023-10-06,CCU,BKK,IndiGo,Business,107522.21,7117.22,114639.43000000001,9864,Business,71,1
BK00000367,CUST000023,2023-03-21,2023-08-13,MAA,SIN,IndiGo,Economy,18983.49,393.21,19376.7,1523,Business,145,1
BK00000368,CUST000023,2023-11-02,2024-02-24,SIN,NRT,Etihad,Business,92874.32,9364.07,102238.39000000001,10648,Family Visit,114,1
BK00000369,CUST000023,2024-04-13,2024-10-05,DEL,BLR,Vistara,Economy,16628.57,54.34,16682.91,1623,Family Visit,175,1
BK00000370,CUST000023,2022-08-22,2022-10-11,JFK,DEL,IndiGo,Economy,19801.33,2324.42,22125.75,1878,Leisure,50,1
BK00000371,CUST000024,2022-01-01,2022-01-13,BLR,DXB,Etihad,Business,165379.94,11501.54,176881.48,19033,Leisure,133,1
BK00000372,CUST000024,2022-03-12,2022-04-17,CDG,DEL,Etihad,Economy,24496.03,492.2,24988.23,2246,Business,36,1
BK00000373,CUST000024,2022-10-22,2023-01-31,DEL,CDG,AirIndia,Premium Economy,62736.62,8718.49,71455.11,6772,Leisure,101,1
BK00000374,CUST000024,2024-03-13,2024-06-30,DXB,DEL,Lufthansa,Economy,13932.16,293.88,14226.039999999999,1595,Education,109,1
BK00000375,CUST000024,2022-02-28,2022-08-20,DEL,JFK,SingaporeAir,Premium Economy,68017.65,276.15,68293.79999999999,8023,Leisure,173,1
BK00000376,CUST000024,2024-07-11,2024-10-27,SIN,BLR,IndiGo,Premium Economy,65929.39,8600.6,74529.99,5811,Education,108,1
